#T_nd for A3V (pin)
#freq [Hz], T_nd [K]
1190500000, 61.5
1191281250, 61.0
1192062500, 60.5
1192843750, 60.0
1193625000, 59.7
1194406250, 59.1
1195187500, 58.9
1195968750, 58.7
1196750000, 58.7
1197531250, 58.7
1198312500, 58.7
1199093750, 58.7
1199875000, 58.7
1200656250, 58.7
1201437500, 59.0
1202218750, 59.1
1203000000, 59.1
1203781250, 59.1
1204562500, 59.1
1205343750, 59.1
1206125000, 59.1
1206906250, 59.1
1207687500, 59.1
1208468750, 59.1
1209250000, 59.1
1210031250, 59.1
1210812500, 58.6
1211593750, 58.5
1212375000, 58.0
1213156250, 57.6
1213937500, 57.5
1214718750, 57.2
1215500000, 57.1
1216281250, 56.9
1217062500, 56.8
1217843750, 56.4
1218625000, 56.4
1219406250, 56.3
1220187500, 56.3
1220968750, 56.2
1221750000, 56.1
1222531250, 55.9
1223312500, 55.9
1224093750, 55.9
1224875000, 55.9
1225656250, 55.9
1226437500, 55.9
1227218750, 55.9
1228000000, 55.9
1228781250, 56.3
1229562500, 56.4
1230343750, 56.5
1231125000, 56.5
1231906250, 56.7
1232687500, 56.8
1233468750, 57.3
1234250000, 57.5
1235031250, 57.5
1235812500, 57.6
1236593750, 57.9
1237375000, 57.9
1238156250, 57.9
1238937500, 57.9
1239718750, 57.9
1240500000, 57.9
1241281250, 57.9
1242062500, 57.5
1242843750, 57.5
1243625000, 57.5
1244406250, 57.5
1245187500, 57.2
1245968750, 57.2
1246750000, 57.2
1247531250, 57.5
1248312500, 57.9
1249093750, 58.0
1249875000, 58.2
1250656250, 58.2
1251437500, 58.3
1252218750, 58.3
1253000000, 58.3
1253781250, 58.8
1254562500, 58.8
1255343750, 58.9
1256125000, 59.3
1256906250, 59.7
1257687500, 60.3
1258468750, 60.4
1259250000, 60.8
1260031250, 61.1
1260812500, 61.4
1261593750, 61.5
1262375000, 62.7
1263156250, 63.1
1263937500, 63.1
1264718750, 63.1
1265500000, 63.1
1266281250, 63.1
1267062500, 63.1
1267843750, 63.1
1268625000, 62.9
1269406250, 62.8
1270187500, 62.4
1270968750, 62.3
1271750000, 61.7
1272531250, 61.3
1273312500, 61.1
1274093750, 60.3
1274875000, 60.0
1275656250, 59.7
1276437500, 59.4
1277218750, 58.9
1278000000, 58.6
1278781250, 58.1
1279562500, 57.5
1280343750, 57.4
1281125000, 57.4
1281906250, 57.4
1282687500, 57.4
1283468750, 57.4
1284250000, 57.4
1285031250, 57.5
1285812500, 57.7
1286593750, 57.9
1287375000, 58.0
1288156250, 58.2
1288937500, 58.5
1289718750, 59.1
1290500000, 59.6
1291281250, 59.9
1292062500, 59.9
1292843750, 59.9
1293625000, 59.9
1294406250, 59.9
1295187500, 59.9
1295968750, 59.9
1296750000, 59.8
1297531250, 59.8
1298312500, 59.8
1299093750, 59.8
1299875000, 59.8
1300656250, 59.8
1301437500, 59.8
1302218750, 60.0
1303000000, 60.5
1303781250, 61.1
1304562500, 61.2
1305343750, 61.3
1306125000, 61.3
1306906250, 61.3
1307687500, 61.3
1308468750, 61.3
1309250000, 61.3
1310031250, 61.5
1310812500, 61.5
1311593750, 61.5
1312375000, 61.5
1313156250, 61.8
1313937500, 62.0
1314718750, 62.4
1315500000, 62.7
1316281250, 62.9
1317062500, 63.1
1317843750, 63.4
1318625000, 63.7
1319406250, 63.7
1320187500, 63.7
1320968750, 63.7
1321750000, 63.7
1322531250, 63.7
1323312500, 63.7
1324093750, 63.3
1324875000, 63.0
1325656250, 62.3
1326437500, 61.6
1327218750, 61.1
1328000000, 60.3
1328781250, 60.3
1329562500, 59.6
1330343750, 59.0
1331125000, 58.4
1331906250, 57.7
1332687500, 57.1
1333468750, 56.7
1334250000, 56.2
1335031250, 55.8
1335812500, 55.2
1336593750, 54.9
1337375000, 54.8
1338156250, 54.5
1338937500, 54.3
1339718750, 54.0
1340500000, 53.8
1341281250, 53.6
1342062500, 53.5
1342843750, 53.5
1343625000, 53.5
1344406250, 53.4
1345187500, 53.4
1345968750, 53.2
1346750000, 53.2
1347531250, 53.0
1348312500, 53.0
1349093750, 53.0
1349875000, 52.9
1350656250, 52.8
1351437500, 52.7
1352218750, 52.5
1353000000, 52.4
1353781250, 52.1
1354562500, 51.4
1355343750, 51.1
1356125000, 51.0
1356906250, 50.7
1357687500, 50.4
1358468750, 50.0
1359250000, 49.6
1360031250, 49.5
1360812500, 49.4
1361593750, 49.3
1362375000, 49.3
1363156250, 49.3
1363937500, 49.3
1364718750, 49.3
1365500000, 49.3
1366281250, 49.3
1367062500, 49.3
1367843750, 49.4
1368625000, 49.7
1369406250, 49.9
1370187500, 50.0
1370968750, 50.4
1371750000, 50.6
1372531250, 50.8
1373312500, 50.9
1374093750, 51.0
1374875000, 51.0
1375656250, 51.0
1376437500, 51.0
1377218750, 51.0
1378000000, 51.0
1378781250, 51.0
1379562500, 50.9
1380343750, 50.9
1381125000, 50.6
1381906250, 50.1
1382687500, 49.7
1383468750, 49.5
1384250000, 49.3
1385031250, 49.0
1385812500, 48.7
1386593750, 48.3
1387375000, 47.7
1388156250, 47.3
1388937500, 47.1
1389718750, 46.8
1390500000, 46.8
1391281250, 46.7
1392062500, 46.7
1392843750, 46.7
1393625000, 46.7
1394406250, 46.7
1395187500, 46.7
1395968750, 46.7
1396750000, 46.8
1397531250, 46.9
1398312500, 47.0
1399093750, 47.3
1399875000, 47.8
1400656250, 48.3
1401437500, 48.3
1402218750, 48.8
1403000000, 49.4
1403781250, 49.9
1404562500, 50.1
1405343750, 50.7
1406125000, 50.8
1406906250, 51.1
1407687500, 51.4
1408468750, 51.5
1409250000, 51.9
1410031250, 52.2
1410812500, 52.3
1411593750, 52.5
1412375000, 52.6
1413156250, 52.7
1413937500, 52.8
1414718750, 52.8
1415500000, 52.8
1416281250, 52.8
1417062500, 52.8
1417843750, 52.8
1418625000, 52.7
1419406250, 52.5
1420187500, 52.5
1420968750, 52.5
1421750000, 52.5
1422531250, 52.5
1423312500, 52.5
1424093750, 52.5
1424875000, 52.5
1425656250, 52.5
1426437500, 52.6
1427218750, 52.7
1428000000, 52.8
1428781250, 52.8
1429562500, 53.1
1430343750, 53.2
1431125000, 53.6
1431906250, 53.8
1432687500, 54.1
1433468750, 54.4
1434250000, 54.4
1435031250, 54.8
1435812500, 55.2
1436593750, 55.8
1437375000, 55.9
1438156250, 56.4
1438937500, 56.4
1439718750, 56.4
1440500000, 56.5
1441281250, 56.5
1442062500, 56.5
1442843750, 56.5
1443625000, 56.5
1444406250, 56.5
1445187500, 56.5
1445968750, 56.4
