#theta(comp of el) , H 900 MHz     , V 900 MHz     , H 1285 MHz    , V 1285 MHz    , H 1350 MHz    , V 1350 MHz    , H 1670 MHz    , V 1670 MHz 
   0.0000000e+00   4.3106315e+00   4.0820303e+00   3.9168463e+00   3.8560943e+00   3.9194521e+00   3.9342866e+00   2.1396505e+00   2.3556248e+00
   1.0000000e+00   4.2593471e+00   4.0370343e+00   3.8486013e+00   3.8011681e+00   3.8476272e+00   3.8816127e+00   2.1273781e+00   2.3143999e+00
   2.0000000e+00   4.2116209e+00   3.9963289e+00   3.7850027e+00   3.7507491e+00   3.7805935e+00   3.8332356e+00   2.1164896e+00   2.2766792e+00
   3.0000000e+00   4.1670849e+00   3.9591636e+00   3.7256291e+00   3.7042766e+00   3.7178533e+00   3.7886233e+00   2.1066919e+00   2.2419960e+00
   4.0000000e+00   4.1254072e+00   3.9251302e+00   3.6701013e+00   3.6612325e+00   3.6589483e+00   3.7474207e+00   2.0978136e+00   2.2100583e+00
   5.0000000e+00   4.0863241e+00   3.8939543e+00   3.6180355e+00   3.6211960e+00   3.6034955e+00   3.7092737e+00   2.0897148e+00   2.1806480e+00
   6.0000000e+00   4.0496336e+00   3.8655262e+00   3.5690890e+00   3.5839035e+00   3.5511485e+00   3.6738623e+00   2.0822616e+00   2.1534900e+00
   7.0000000e+00   4.0151583e+00   3.8393652e+00   3.5229170e+00   3.5489785e+00   3.5015684e+00   3.6408447e+00   2.0753425e+00   2.1283897e+00
   8.0000000e+00   3.9827482e+00   3.8150833e+00   3.4791438e+00   3.5160886e+00   3.4544801e+00   3.6100307e+00   2.0688373e+00   2.1051716e+00
   9.0000000e+00   3.9522796e+00   3.7923630e+00   3.4374183e+00   3.4850615e+00   3.4096716e+00   3.5812392e+00   2.0626592e+00   2.0835692e+00
   1.0000000e+01   3.9236230e+00   3.7710915e+00   3.3974627e+00   3.4557368e+00   3.3669327e+00   3.5541765e+00   2.0567454e+00   2.0633837e+00
