NGC660, radec target, 01:42:45, 13:50:30
3C138, radec bpcal fluxcal, 05:21:09.90, 16:38:22.10
1934-638, radec bpcal fluxcal, 19:39:25.026, -63:42:45.63
J010838+013458, radec gaincal, 01:08:38.750, +1:34:58.900
J005905+000651, radec gaincal, 00:59:05.530, +00:06:51.500
0146+056, radec gaincal, 01:49:22.370886, 05:55:53.568660
