3C138         ,radec bpcal  ,05:21:09.90,+16:38:22.10
PKS 1934-638  ,radec bpcal  ,19:39:25.03,-63:42:45.63
PKS 1607-841  ,radec gaincal,16:19:33.97,-84:18:19.10
SCP           ,radec target ,00:00:00.00,-90:00:00.00     	      
     	      
     	      
