NGC 3621,  radec target, 11:18:16.5, -32:48:51
0407-658 | J0408-6545, radec bpcal delaycal,  04:08:20.380, -65:45:09.08
PKS 1934-638, radec delaycal bpcal, 19:39:25.03,-63:42:45.63
1117-248, radec gaincal,  11:20:09.120788, -25:08:07.608300
