#T_nd for A4V (coupler)
#freq [Hz], T_nd [K]
1190500000, 4.1
1191281250, 4.1
1192062500, 4.1
1192843750, 4.1
1193625000, 4.1
1194406250, 4.2
1195187500, 4.2
1195968750, 4.2
1196750000, 4.1
1197531250, 4.2
1198312500, 4.2
1199093750, 4.2
1199875000, 4.2
1200656250, 4.2
1201437500, 4.1
1202218750, 4.1
1203000000, 4.1
1203781250, 4.1
1204562500, 4.1
1205343750, 4.1
1206125000, 4.1
1206906250, 4.1
1207687500, 4.1
1208468750, 4.1
1209250000, 4.1
1210031250, 4.1
1210812500, 4.1
1211593750, 4.1
1212375000, 4.2
1213156250, 4.2
1213937500, 4.2
1214718750, 4.2
1215500000, 4.2
1216281250, 4.2
1217062500, 4.2
1217843750, 4.2
1218625000, 4.2
1219406250, 4.2
1220187500, 4.2
1220968750, 4.2
1221750000, 4.2
1222531250, 4.2
1223312500, 4.2
1224093750, 4.2
1224875000, 4.2
1225656250, 4.2
1226437500, 4.2
1227218750, 4.2
1228000000, 4.1
1228781250, 4.1
1229562500, 4.1
1230343750, 4.1
1231125000, 4.1
1231906250, 4.1
1232687500, 4.1
1233468750, 4.1
1234250000, 4.1
1235031250, 4.1
1235812500, 4.1
1236593750, 4.1
1237375000, 4.1
1238156250, 4.1
1238937500, 4.2
1239718750, 4.2
1240500000, 4.2
1241281250, 4.2
1242062500, 4.2
1242843750, 4.2
1243625000, 4.2
1244406250, 4.2
1245187500, 4.2
1245968750, 4.2
1246750000, 4.2
1247531250, 4.2
1248312500, 4.2
1249093750, 4.2
1249875000, 4.2
1250656250, 4.2
1251437500, 4.2
1252218750, 4.2
1253000000, 4.2
1253781250, 4.2
1254562500, 4.2
1255343750, 4.2
1256125000, 4.2
1256906250, 4.2
1257687500, 4.2
1258468750, 4.2
1259250000, 4.2
1260031250, 4.2
1260812500, 4.2
1261593750, 4.2
1262375000, 4.2
1263156250, 4.2
1263937500, 4.2
1264718750, 4.2
1265500000, 4.2
1266281250, 4.2
1267062500, 4.2
1267843750, 4.3
1268625000, 4.3
1269406250, 4.3
1270187500, 4.4
1270968750, 4.4
1271750000, 4.4
1272531250, 4.4
1273312500, 4.4
1274093750, 4.4
1274875000, 4.4
1275656250, 4.4
1276437500, 4.4
1277218750, 4.4
1278000000, 4.4
1278781250, 4.4
1279562500, 4.4
1280343750, 4.4
1281125000, 4.4
1281906250, 4.4
1282687500, 4.4
1283468750, 4.4
1284250000, 4.4
1285031250, 4.4
1285812500, 4.4
1286593750, 4.4
1287375000, 4.4
1288156250, 4.5
1288937500, 4.5
1289718750, 4.5
1290500000, 4.5
1291281250, 4.6
1292062500, 4.6
1292843750, 4.6
1293625000, 4.6
1294406250, 4.6
1295187500, 4.6
1295968750, 4.6
1296750000, 4.6
1297531250, 4.6
1298312500, 4.6
1299093750, 4.6
1299875000, 4.6
1300656250, 4.6
1301437500, 4.6
1302218750, 4.5
1303000000, 4.5
1303781250, 4.5
1304562500, 4.5
1305343750, 4.5
1306125000, 4.5
1306906250, 4.5
1307687500, 4.5
1308468750, 4.5
1309250000, 4.5
1310031250, 4.5
1310812500, 4.5
1311593750, 4.5
1312375000, 4.6
1313156250, 4.6
1313937500, 4.6
1314718750, 4.6
1315500000, 4.6
1316281250, 4.6
1317062500, 4.7
1317843750, 4.7
1318625000, 4.7
1319406250, 4.7
1320187500, 4.7
1320968750, 4.7
1321750000, 4.7
1322531250, 4.7
1323312500, 4.8
1324093750, 4.8
1324875000, 4.8
1325656250, 4.8
1326437500, 4.8
1327218750, 4.8
1328000000, 4.8
1328781250, 4.8
1329562500, 4.7
1330343750, 4.7
1331125000, 4.7
1331906250, 4.7
1332687500, 4.7
1333468750, 4.7
1334250000, 4.7
1335031250, 4.6
1335812500, 4.6
1336593750, 4.6
1337375000, 4.6
1338156250, 4.6
1338937500, 4.6
1339718750, 4.7
1340500000, 4.7
1341281250, 4.7
1342062500, 4.7
1342843750, 4.7
1343625000, 4.7
1344406250, 4.7
1345187500, 4.7
1345968750, 4.7
1346750000, 4.7
1347531250, 4.7
1348312500, 4.7
1349093750, 4.7
1349875000, 4.7
1350656250, 4.7
1351437500, 4.7
1352218750, 4.7
1353000000, 4.7
1353781250, 4.7
1354562500, 4.7
1355343750, 4.7
1356125000, 4.7
1356906250, 4.6
1357687500, 4.7
1358468750, 4.7
1359250000, 4.7
1360031250, 4.7
1360812500, 4.6
1361593750, 4.7
1362375000, 4.7
1363156250, 4.7
1363937500, 4.7
