#T_nd for A1H (pin)
#freq [Hz], T_nd [K]
1190500000, 56.2
1191281250, 54.9
1192062500, 53.9
1192843750, 52.8
1193625000, 51.7
1194406250, 50.6
1195187500, 49.8
1195968750, 49.1
1196750000, 48.8
1197531250, 48.4
1198312500, 48.0
1199093750, 47.5
1199875000, 47.5
1200656250, 47.4
1201437500, 47.3
1202218750, 47.3
1203000000, 47.2
1203781250, 46.9
1204562500, 46.8
1205343750, 46.7
1206125000, 46.7
1206906250, 46.6
1207687500, 46.6
1208468750, 46.5
1209250000, 46.3
1210031250, 46.3
1210812500, 46.1
1211593750, 46.0
1212375000, 45.9
1213156250, 45.7
1213937500, 45.5
1214718750, 45.3
1215500000, 45.3
1216281250, 45.0
1217062500, 44.7
1217843750, 44.2
1218625000, 44.1
1219406250, 43.8
1220187500, 43.6
1220968750, 43.2
1221750000, 42.9
1222531250, 42.4
1223312500, 42.0
1224093750, 41.7
1224875000, 41.4
1225656250, 41.0
1226437500, 40.7
1227218750, 40.1
1228000000, 40.1
1228781250, 40.1
1229562500, 40.1
1230343750, 40.4
1231125000, 40.5
1231906250, 40.5
1232687500, 40.6
1233468750, 40.6
1234250000, 41.0
1235031250, 41.0
1235812500, 41.0
1236593750, 41.0
1237375000, 41.0
1238156250, 40.8
1238937500, 40.6
1239718750, 40.6
1240500000, 40.6
1241281250, 40.6
1242062500, 41.5
1242843750, 41.5
1243625000, 41.5
1244406250, 41.6
1245187500, 41.9
1245968750, 41.9
1246750000, 41.9
1247531250, 42.0
1248312500, 42.0
1249093750, 42.0
1249875000, 42.0
1250656250, 42.1
1251437500, 42.1
1252218750, 42.1
1253000000, 42.1
1253781250, 42.1
1254562500, 42.1
1255343750, 42.2
1256125000, 42.2
1256906250, 42.4
1257687500, 42.5
1258468750, 42.9
1259250000, 43.1
1260031250, 43.1
1260812500, 43.2
1261593750, 43.2
1262375000, 43.3
1263156250, 43.3
1263937500, 43.3
1264718750, 43.3
1265500000, 43.1
1266281250, 42.9
1267062500, 42.7
1267843750, 42.7
1268625000, 42.4
1269406250, 41.9
1270187500, 41.2
1270968750, 41.0
1271750000, 40.6
1272531250, 40.4
1273312500, 40.0
1274093750, 39.5
1274875000, 38.9
1275656250, 38.5
1276437500, 38.1
1277218750, 38.1
1278000000, 37.9
1278781250, 37.7
1279562500, 37.7
1280343750, 37.7
1281125000, 37.7
1281906250, 37.9
1282687500, 38.1
1283468750, 38.3
1284250000, 38.3
1285031250, 38.6
1285812500, 39.1
1286593750, 39.7
1287375000, 40.2
1288156250, 40.6
1288937500, 40.9
1289718750, 41.2
1290500000, 42.0
1291281250, 42.4
1292062500, 42.9
1292843750, 43.0
1293625000, 43.0
1294406250, 43.1
1295187500, 43.1
1295968750, 43.1
1296750000, 43.1
1297531250, 43.1
1298312500, 42.6
1299093750, 42.0
1299875000, 41.6
1300656250, 41.3
1301437500, 40.8
1302218750, 40.4
1303000000, 39.9
1303781250, 39.5
1304562500, 39.3
1305343750, 39.3
1306125000, 39.3
1306906250, 39.3
1307687500, 39.2
1308468750, 39.2
1309250000, 39.2
1310031250, 39.2
1310812500, 39.6
1311593750, 39.7
1312375000, 39.8
1313156250, 40.1
1313937500, 40.4
1314718750, 40.7
1315500000, 41.2
1316281250, 41.4
1317062500, 41.6
1317843750, 41.7
1318625000, 41.8
1319406250, 42.2
1320187500, 42.2
1320968750, 42.2
1321750000, 42.2
1322531250, 41.8
1323312500, 41.6
1324093750, 41.5
1324875000, 41.3
1325656250, 41.2
1326437500, 41.2
1327218750, 40.5
1328000000, 39.8
1328781250, 39.7
1329562500, 39.7
1330343750, 39.1
1331125000, 38.3
1331906250, 37.8
1332687500, 37.5
1333468750, 37.2
1334250000, 37.1
1335031250, 36.9
1335812500, 36.5
1336593750, 36.1
1337375000, 35.8
1338156250, 35.7
1338937500, 35.7
1339718750, 35.6
1340500000, 35.1
1341281250, 34.8
1342062500, 34.7
1342843750, 34.7
1343625000, 34.6
1344406250, 34.6
1345187500, 34.5
1345968750, 34.4
1346750000, 34.4
1347531250, 34.3
1348312500, 34.3
1349093750, 34.3
1349875000, 34.2
1350656250, 34.1
1351437500, 34.1
1352218750, 34.1
1353000000, 34.0
1353781250, 34.0
1354562500, 34.0
1355343750, 34.0
1356125000, 34.0
1356906250, 34.0
1357687500, 34.1
1358468750, 34.2
1359250000, 34.2
1360031250, 34.2
1360812500, 34.4
1361593750, 34.6
1362375000, 34.8
1363156250, 35.2
1363937500, 35.2
1364718750, 35.5
1365500000, 35.6
1366281250, 36.0
1367062500, 36.6
1367843750, 36.7
1368625000, 36.8
1369406250, 36.9
1370187500, 37.0
1370968750, 37.3
1371750000, 37.5
1372531250, 37.7
1373312500, 37.7
1374093750, 37.7
1374875000, 37.8
1375656250, 38.0
1376437500, 38.0
1377218750, 38.0
1378000000, 38.0
1378781250, 37.7
1379562500, 37.5
1380343750, 37.5
1381125000, 37.5
1381906250, 37.4
1382687500, 37.3
1383468750, 36.9
1384250000, 36.5
1385031250, 36.5
1385812500, 36.5
1386593750, 36.4
1387375000, 35.8
1388156250, 35.6
1388937500, 35.4
1389718750, 35.3
1390500000, 35.3
1391281250, 35.3
1392062500, 35.3
1392843750, 35.0
1393625000, 35.0
1394406250, 35.0
1395187500, 34.9
1395968750, 34.9
1396750000, 34.9
1397531250, 35.1
1398312500, 35.1
1399093750, 35.1
1399875000, 35.2
1400656250, 35.4
1401437500, 35.4
1402218750, 35.5
1403000000, 35.5
1403781250, 35.5
1404562500, 35.9
1405343750, 36.0
1406125000, 36.1
1406906250, 36.2
1407687500, 36.2
1408468750, 36.3
1409250000, 36.2
1410031250, 36.2
1410812500, 36.2
1411593750, 36.2
1412375000, 36.0
1413156250, 36.0
1413937500, 36.0
1414718750, 35.9
1415500000, 35.8
1416281250, 35.5
1417062500, 35.3
1417843750, 35.0
1418625000, 35.0
1419406250, 35.0
1420187500, 34.5
1420968750, 34.5
1421750000, 34.2
1422531250, 34.1
1423312500, 34.0
1424093750, 34.0
1424875000, 33.9
1425656250, 33.9
1426437500, 34.0
1427218750, 34.0
1428000000, 34.0
1428781250, 34.3
1429562500, 34.5
1430343750, 34.6
1431125000, 34.8
1431906250, 35.0
1432687500, 35.4
1433468750, 35.8
1434250000, 36.2
1435031250, 36.5
1435812500, 36.8
1436593750, 37.1
1437375000, 37.5
1438156250, 37.8
1438937500, 38.0
1439718750, 38.3
1440500000, 38.4
1441281250, 38.5
1442062500, 39.0
1442843750, 39.0
1443625000, 39.0
