#T_nd for A2V (pin)
#freq [Hz], T_nd [K]
1190500000, 53.4
1191281250, 52.2
1192062500, 51.4
1192843750, 50.6
1193625000, 49.9
1194406250, 49.5
1195187500, 49.0
1195968750, 48.9
1196750000, 48.7
1197531250, 48.3
1198312500, 48.3
1199093750, 48.1
1199875000, 48.1
1200656250, 48.0
1201437500, 48.0
1202218750, 47.9
1203000000, 47.7
1203781250, 47.5
1204562500, 47.4
1205343750, 47.4
1206125000, 47.3
1206906250, 47.1
1207687500, 47.0
1208468750, 46.8
1209250000, 46.8
1210031250, 46.7
1210812500, 46.6
1211593750, 46.6
1212375000, 46.4
1213156250, 45.8
1213937500, 45.8
1214718750, 45.5
1215500000, 45.4
1216281250, 44.9
1217062500, 44.4
1217843750, 43.7
1218625000, 43.1
1219406250, 42.9
1220187500, 42.5
1220968750, 41.8
1221750000, 41.2
1222531250, 40.5
1223312500, 40.0
1224093750, 39.6
1224875000, 39.2
1225656250, 38.6
1226437500, 38.2
1227218750, 38.2
1228000000, 38.2
1228781250, 38.2
1229562500, 38.5
1230343750, 38.6
1231125000, 38.8
1231906250, 38.9
1232687500, 39.2
1233468750, 39.5
1234250000, 40.0
1235031250, 40.0
1235812500, 40.0
1236593750, 40.0
1237375000, 39.9
1238156250, 39.9
1238937500, 38.9
1239718750, 36.3
1240500000, 36.3
1241281250, 36.3
1242062500, 36.3
1242843750, 38.7
1243625000, 38.7
1244406250, 39.9
1245187500, 40.1
1245968750, 40.4
1246750000, 40.5
1247531250, 40.5
1248312500, 41.1
1249093750, 41.1
1249875000, 41.2
1250656250, 41.2
1251437500, 41.2
1252218750, 41.3
1253000000, 41.3
1253781250, 41.3
1254562500, 41.4
1255343750, 41.4
1256125000, 41.5
1256906250, 41.7
1257687500, 41.9
1258468750, 42.1
1259250000, 42.2
1260031250, 42.3
1260812500, 42.3
1261593750, 42.4
1262375000, 43.1
1263156250, 43.2
1263937500, 43.2
1264718750, 43.4
1265500000, 43.4
1266281250, 43.4
1267062500, 43.4
1267843750, 43.4
1268625000, 43.4
1269406250, 43.2
1270187500, 43.0
1270968750, 42.9
1271750000, 42.9
1272531250, 42.9
1273312500, 42.5
1274093750, 42.3
1274875000, 42.1
1275656250, 42.1
1276437500, 42.1
1277218750, 42.0
1278000000, 41.8
1278781250, 41.8
1279562500, 41.8
1280343750, 41.8
1281125000, 42.2
1281906250, 42.4
1282687500, 42.6
1283468750, 42.6
1284250000, 42.9
1285031250, 43.3
1285812500, 43.9
1286593750, 44.3
1287375000, 44.9
1288156250, 44.9
1288937500, 45.3
1289718750, 45.8
1290500000, 46.3
1291281250, 46.3
1292062500, 46.3
1292843750, 46.3
1293625000, 46.1
1294406250, 46.1
1295187500, 45.9
1295968750, 45.4
1296750000, 44.6
1297531250, 43.8
1298312500, 43.1
1299093750, 42.5
1299875000, 42.1
1300656250, 42.0
1301437500, 42.0
1302218750, 42.0
1303000000, 42.0
1303781250, 42.6
1304562500, 43.2
1305343750, 43.7
1306125000, 43.8
1306906250, 44.0
1307687500, 44.0
1308468750, 44.4
1309250000, 44.7
1310031250, 45.0
1310812500, 45.3
1311593750, 45.3
1312375000, 45.5
1313156250, 46.0
1313937500, 46.8
1314718750, 47.1
1315500000, 47.5
1316281250, 47.6
1317062500, 47.9
1317843750, 48.3
1318625000, 48.9
1319406250, 49.0
1320187500, 49.2
1320968750, 49.3
1321750000, 49.3
1322531250, 49.3
1323312500, 49.3
1324093750, 49.3
1324875000, 49.3
1325656250, 48.9
1326437500, 48.9
1327218750, 48.1
1328000000, 47.8
1328781250, 47.7
1329562500, 47.5
1330343750, 46.4
1331125000, 45.6
1331906250, 45.1
1332687500, 44.9
1333468750, 44.5
1334250000, 44.1
1335031250, 43.8
1335812500, 43.4
1336593750, 43.2
1337375000, 43.1
1338156250, 43.0
1338937500, 42.9
1339718750, 42.9
1340500000, 42.9
1341281250, 42.9
1342062500, 42.9
1342843750, 43.2
1343625000, 43.2
1344406250, 43.3
1345187500, 43.3
1345968750, 43.6
1346750000, 44.0
1347531250, 44.2
1348312500, 44.2
1349093750, 44.3
1349875000, 44.3
1350656250, 44.4
1351437500, 44.4
1352218750, 44.4
1353000000, 44.4
1353781250, 44.3
1354562500, 44.1
1355343750, 44.1
1356125000, 44.0
1356906250, 43.9
1357687500, 43.8
1358468750, 43.6
1359250000, 43.6
1360031250, 43.6
1360812500, 43.5
1361593750, 43.5
1362375000, 43.5
1363156250, 43.3
1363937500, 43.3
1364718750, 43.3
1365500000, 43.3
1366281250, 43.3
1367062500, 43.4
1367843750, 43.4
1368625000, 43.4
1369406250, 43.6
1370187500, 43.6
1370968750, 43.6
1371750000, 43.6
1372531250, 43.6
1373312500, 43.4
1374093750, 43.3
1374875000, 43.3
1375656250, 43.3
1376437500, 43.2
1377218750, 42.9
1378000000, 42.6
1378781250, 42.4
1379562500, 42.1
1380343750, 42.1
1381125000, 41.7
1381906250, 41.4
1382687500, 41.0
1383468750, 40.9
1384250000, 40.7
1385031250, 40.6
1385812500, 40.3
1386593750, 40.0
1387375000, 39.3
1388156250, 39.2
1388937500, 39.2
1389718750, 39.2
1390500000, 39.0
1391281250, 38.7
1392062500, 38.5
1392843750, 38.4
1393625000, 38.3
1394406250, 38.3
1395187500, 38.3
1395968750, 38.4
1396750000, 38.4
1397531250, 38.4
1398312500, 38.4
1399093750, 38.8
1399875000, 39.1
1400656250, 39.1
1401437500, 39.4
1402218750, 39.8
1403000000, 40.1
1403781250, 40.4
1404562500, 40.7
1405343750, 41.0
1406125000, 41.1
1406906250, 41.3
1407687500, 41.7
1408468750, 41.9
1409250000, 42.0
1410031250, 42.1
1410812500, 42.2
1411593750, 42.2
1412375000, 42.2
1413156250, 42.2
1413937500, 42.2
1414718750, 42.2
1415500000, 42.0
1416281250, 41.7
1417062500, 41.6
1417843750, 41.5
1418625000, 41.3
1419406250, 40.9
1420187500, 40.4
1420968750, 40.4
1421750000, 40.4
1422531250, 40.3
1423312500, 40.2
1424093750, 40.0
1424875000, 39.9
1425656250, 39.8
1426437500, 39.8
1427218750, 39.8
1428000000, 39.7
1428781250, 39.7
1429562500, 39.8
1430343750, 39.8
1431125000, 39.9
1431906250, 40.4
1432687500, 40.5
1433468750, 40.5
1434250000, 40.7
1435031250, 41.0
1435812500, 41.3
1436593750, 41.6
1437375000, 41.8
1438156250, 41.9
1438937500, 42.0
1439718750, 42.0
1440500000, 42.1
1441281250, 42.2
1442062500, 42.3
1442843750, 42.3
1443625000, 42.4
1444406250, 42.4
1445187500, 42.3
1445968750, 42.3
1446750000, 42.3
1447531250, 42.2
1448312500, 41.8
1449093750, 41.6
1449875000, 41.4
1450656250, 41.4
1451437500, 41.4
1452218750, 41.4
1453000000, 44.6
1453781250, 44.7
1454562500, 44.7
1455343750, 44.8
1456125000, 44.8
1456906250, 44.8
1457687500, 44.9
1458468750, 45.1
1459250000, 45.3
1460031250, 45.9
1460812500, 46.4
1461593750, 46.8
1462375000, 47.4
1463156250, 47.8
1463937500, 48.3
1464718750, 48.7
1465500000, 49.2
1466281250, 49.3
