#T_nd for A2H (pin)
#freq [Hz], T_nd [K]
1190500000, 53.7
1191281250, 52.7
1192062500, 51.6
1192843750, 50.9
1193625000, 50.5
1194406250, 50.0
1195187500, 49.6
1195968750, 49.0
1196750000, 48.5
1197531250, 48.1
1198312500, 47.9
1199093750, 47.9
1199875000, 47.7
1200656250, 47.6
1201437500, 47.4
1202218750, 47.1
1203000000, 47.1
1203781250, 47.1
1204562500, 47.0
1205343750, 46.8
1206125000, 46.6
1206906250, 46.6
1207687500, 46.6
1208468750, 46.4
1209250000, 46.4
1210031250, 46.4
1210812500, 46.0
1211593750, 45.9
1212375000, 45.7
1213156250, 45.7
1213937500, 45.6
1214718750, 45.3
1215500000, 44.9
1216281250, 44.7
1217062500, 44.6
1217843750, 44.5
1218625000, 44.3
1219406250, 43.9
1220187500, 43.6
1220968750, 43.3
1221750000, 43.1
1222531250, 42.9
1223312500, 42.7
1224093750, 42.2
1224875000, 41.7
1225656250, 41.3
1226437500, 41.3
1227218750, 41.3
1228000000, 41.3
1228781250, 41.4
1229562500, 41.4
1230343750, 41.8
1231125000, 42.4
1231906250, 42.9
1232687500, 43.5
1233468750, 43.7
1234250000, 44.1
1235031250, 44.4
1235812500, 44.8
1236593750, 45.4
1237375000, 45.4
1238156250, 45.4
1238937500, 45.4
1239718750, 44.6
1240500000, 44.6
1241281250, 44.6
1242062500, 44.6
1242843750, 45.0
1243625000, 45.2
1244406250, 45.4
1245187500, 45.6
1245968750, 45.6
1246750000, 45.6
1247531250, 45.6
1248312500, 45.6
1249093750, 45.6
1249875000, 45.6
1250656250, 45.6
1251437500, 45.6
1252218750, 45.5
1253000000, 45.4
1253781250, 45.4
1254562500, 45.4
1255343750, 45.3
1256125000, 45.3
1256906250, 45.4
1257687500, 45.4
1258468750, 45.5
1259250000, 45.5
1260031250, 46.0
1260812500, 46.1
1261593750, 46.1
1262375000, 46.2
1263156250, 46.3
1263937500, 46.3
1264718750, 46.6
1265500000, 46.6
1266281250, 46.6
1267062500, 46.6
1267843750, 46.6
1268625000, 46.5
1269406250, 46.4
1270187500, 46.4
1270968750, 46.4
1271750000, 45.9
1272531250, 45.8
1273312500, 45.8
1274093750, 45.8
1274875000, 45.7
1275656250, 45.7
1276437500, 45.7
1277218750, 45.7
1278000000, 45.8
1278781250, 45.8
1279562500, 46.3
1280343750, 46.3
1281125000, 46.4
1281906250, 46.6
1282687500, 47.0
1283468750, 47.6
1284250000, 48.3
1285031250, 48.7
1285812500, 49.1
1286593750, 49.4
1287375000, 50.1
1288156250, 50.9
1288937500, 51.8
1289718750, 52.3
1290500000, 52.6
1291281250, 53.1
1292062500, 53.6
1292843750, 54.3
1293625000, 54.8
1294406250, 55.1
1295187500, 55.2
1295968750, 55.4
1296750000, 55.7
1297531250, 55.7
1298312500, 55.7
1299093750, 55.7
1299875000, 55.6
1300656250, 54.9
1301437500, 54.3
1302218750, 53.4
1303000000, 52.5
1303781250, 51.7
1304562500, 50.7
1305343750, 50.1
1306125000, 49.8
1306906250, 49.8
1307687500, 49.8
1308468750, 49.8
1309250000, 49.8
1310031250, 49.8
1310812500, 50.2
1311593750, 50.6
1312375000, 51.2
1313156250, 51.6
1313937500, 52.0
1314718750, 52.4
1315500000, 52.9
1316281250, 53.5
1317062500, 54.2
1317843750, 54.6
1318625000, 54.7
1319406250, 54.8
1320187500, 54.9
1320968750, 54.9
1321750000, 54.9
1322531250, 54.9
1323312500, 54.6
1324093750, 53.9
1324875000, 53.6
1325656250, 53.5
1326437500, 53.4
1327218750, 52.6
1328000000, 50.4
1328781250, 50.2
1329562500, 50.1
1330343750, 49.2
1331125000, 48.7
1331906250, 48.1
1332687500, 47.3
1333468750, 46.6
1334250000, 46.0
1335031250, 46.0
1335812500, 45.8
1336593750, 45.4
1337375000, 45.0
1338156250, 44.7
1338937500, 44.7
1339718750, 44.7
1340500000, 44.7
1341281250, 44.7
1342062500, 44.6
1342843750, 44.6
1343625000, 44.6
1344406250, 44.6
1345187500, 45.1
1345968750, 45.2
1346750000, 45.2
1347531250, 45.3
1348312500, 45.4
1349093750, 45.5
1349875000, 45.8
1350656250, 45.8
1351437500, 45.9
1352218750, 45.9
1353000000, 46.0
1353781250, 46.1
1354562500, 46.0
1355343750, 46.0
1356125000, 46.0
1356906250, 46.0
1357687500, 46.0
1358468750, 45.9
1359250000, 45.9
1360031250, 45.9
1360812500, 45.9
1361593750, 45.9
1362375000, 45.9
1363156250, 45.8
1363937500, 45.8
1364718750, 45.8
1365500000, 45.8
1366281250, 45.9
1367062500, 46.0
1367843750, 46.1
1368625000, 46.1
1369406250, 46.1
1370187500, 46.1
1370968750, 46.2
1371750000, 46.3
1372531250, 46.3
1373312500, 46.4
1374093750, 46.4
1374875000, 46.4
1375656250, 46.4
1376437500, 46.4
1377218750, 46.4
1378000000, 46.4
1378781250, 46.3
1379562500, 46.3
1380343750, 45.9
1381125000, 45.7
1381906250, 45.7
1382687500, 45.7
1383468750, 45.6
1384250000, 45.4
1385031250, 44.9
1385812500, 44.6
1386593750, 44.6
1387375000, 44.6
1388156250, 44.5
1388937500, 44.2
1389718750, 43.9
1390500000, 43.8
1391281250, 43.8
1392062500, 43.7
1392843750, 43.7
1393625000, 43.6
1394406250, 43.3
1395187500, 43.3
1395968750, 43.2
1396750000, 43.1
1397531250, 43.0
1398312500, 43.0
1399093750, 42.8
1399875000, 42.6
1400656250, 42.6
1401437500, 42.6
1402218750, 42.4
1403000000, 42.3
1403781250, 42.0
1404562500, 41.8
1405343750, 41.7
1406125000, 41.7
1406906250, 41.7
1407687500, 41.5
1408468750, 41.1
1409250000, 40.9
1410031250, 40.9
1410812500, 40.8
1411593750, 40.8
1412375000, 40.7
1413156250, 40.5
1413937500, 40.4
1414718750, 40.4
1415500000, 40.3
1416281250, 40.2
1417062500, 40.2
1417843750, 40.2
1418625000, 40.0
1419406250, 40.0
1420187500, 39.9
1420968750, 39.9
1421750000, 39.9
1422531250, 39.9
1423312500, 40.0
1424093750, 40.0
1424875000, 40.1
1425656250, 40.3
1426437500, 40.4
1427218750, 40.5
1428000000, 40.6
1428781250, 40.9
1429562500, 41.3
1430343750, 41.5
1431125000, 41.9
1431906250, 42.1
1432687500, 42.4
1433468750, 42.7
1434250000, 43.0
1435031250, 43.7
1435812500, 43.9
1436593750, 44.2
1437375000, 44.4
1438156250, 44.7
1438937500, 44.9
1439718750, 45.2
1440500000, 45.3
1441281250, 45.4
1442062500, 45.4
1442843750, 45.4
1443625000, 45.4
1444406250, 45.4
1445187500, 45.4
1445968750, 45.3
1446750000, 44.7
1447531250, 44.6
1448312500, 44.4
1449093750, 44.3
1449875000, 44.0
1450656250, 44.0
1451437500, 44.0
1452218750, 44.0
1453000000, 46.9
1453781250, 47.0
1454562500, 47.0
1455343750, 47.1
1456125000, 47.2
1456906250, 47.2
1457687500, 47.2
1458468750, 47.4
1459250000, 47.6
1460031250, 47.6
1460812500, 47.6
1461593750, 47.6
1462375000, 47.7
1463156250, 47.7
1463937500, 47.9
1464718750, 48.2
1465500000, 48.4
1466281250, 48.5
1467062500, 48.5
1467843750, 48.9
1468625000, 48.9
1469406250, 48.9
1470187500, 48.9
1470968750, 48.9
1471750000, 48.9
1472531250, 46.1
1473312500, 45.3
1474093750, 45.0
1474875000, 44.5
1475656250, 44.5
1476437500, 44.5
1477218750, 44.5
1478000000, 49.3
1478781250, 49.4
1479562500, 49.6
1480343750, 49.6
1481125000, 49.9
1481906250, 50.0
1482687500, 50.3
1483468750, 50.5
1484250000, 50.8
1485031250, 51.3
1485812500, 51.6
