#T_nd for A3H (pin)
#freq [Hz], T_nd [K]
1190562500, 51.106
1191343750, 50.880
1192125000, 50.653
1192906250, 50.508
1193687500, 50.508
1194468750, 50.508
1195250000, 50.508
1196031250, 50.508
1196812500, 50.508
1197593750, 50.562
1198375000, 50.673
1199156250, 50.686
1199937500, 50.756
1200718750, 51.047
1201500000, 51.179
1202281250, 51.288
1203062500, 51.288
1203843750, 51.288
1204625000, 51.333
1205406250, 51.407
1206187500, 51.440
1206968750, 51.454
1207750000, 51.454
1208531250, 51.454
1209312500, 51.415
1210093750, 51.368
1210875000, 51.368
1211656250, 51.368
1212437500, 51.368
1213218750, 51.339
1214000000, 51.107
1214781250, 50.949
1215562500, 50.713
1216343750, 50.306
1217125000, 50.115
1217906250, 49.808
1218687500, 49.646
1219468750, 49.638
1220250000, 49.598
1221031250, 49.587
1221812500, 49.525
1222593750, 49.446
1223375000, 49.431
1224156250, 49.322
1224937500, 49.322
1225718750, 49.322
1226500000, 49.322
1227281250, 49.322
1228062500, 49.446
1228843750, 50.188
1229625000, 50.478
1230406250, 50.734
1231187500, 51.044
1231968750, 51.307
1232750000, 51.676
1233531250, 51.848
1234312500, 52.241
1235093750, 52.423
1235875000, 52.555
1236656250, 52.742
1237437500, 52.876
1238218750, 53.143
1239000000, 53.186
1239781250, 53.186
1240562500, 53.186
1241343750, 53.186
1242125000, 53.186
1242906250, 53.186
1243687500, 52.781
1244468750, 52.591
1245250000, 52.447
1246031250, 52.428
1246812500, 52.428
1247593750, 52.428
1248375000, 52.428
1249156250, 52.447
1249937500, 52.591
1250718750, 52.618
1251500000, 52.634
1252281250, 52.670
1253062500, 52.671
1253843750, 52.710
1254625000, 52.834
1255406250, 52.980
1256187500, 53.285
1256968750, 53.432
1257750000, 53.682
1258531250, 54.066
1259312500, 54.376
1260093750, 54.837
1260875000, 55.199
1261656250, 55.505
1262437500, 55.659
1263218750, 56.006
1264000000, 56.449
1264781250, 56.530
1265562500, 56.606
1266343750, 56.606
1267125000, 56.606
1267906250, 56.606
1268687500, 56.606
1269468750, 56.606
1270250000, 56.533
1271031250, 56.374
1271812500, 56.331
1272593750, 56.132
1273375000, 55.983
1274156250, 55.956
1274937500, 55.734
1275718750, 55.726
1276500000, 55.471
1277281250, 55.331
1278062500, 55.196
1278843750, 55.170
1279625000, 55.170
1280406250, 55.170
1281187500, 55.170
1281968750, 55.170
1282750000, 55.170
1283531250, 55.233
1284312500, 55.404
1285093750, 55.719
1285875000, 55.992
1286656250, 56.351
1287437500, 56.879
1288218750, 57.314
1289000000, 57.822
1289781250, 58.279
1290562500, 58.684
1291343750, 59.086
1292125000, 59.488
1292906250, 60.030
1293687500, 60.251
1294468750, 60.498
1295250000, 60.770
1296031250, 60.770
1296812500, 60.770
1297593750, 60.770
1298375000, 60.770
1299156250, 60.770
1299937500, 60.196
1300718750, 59.703
1301500000, 58.779
1302281250, 57.604
1303062500, 56.488
1303843750, 55.384
1304625000, 54.465
1305406250, 53.725
1306187500, 53.153
1306968750, 52.741
1307750000, 52.390
1308531250, 52.229
1309312500, 52.229
1310093750, 52.229
1310875000, 52.229
1311656250, 52.229
1312437500, 52.229
1313218750, 52.511
1314000000, 52.672
1314781250, 52.887
1315562500, 53.165
1316343750, 53.502
1317125000, 53.801
1317906250, 54.091
1318687500, 54.160
1319468750, 54.160
1320250000, 54.160
1321031250, 54.160
1321812500, 54.160
1322593750, 54.160
1323375000, 54.159
1324156250, 53.828
1324937500, 53.446
1325718750, 53.021
1326500000, 52.510
1327281250, 52.188
1328062500, 51.230
1328718750, 50.866
1329500000, 50.461
1330281250, 50.016
1331062500, 49.543
1331843750, 49.189
1332625000, 49.189
1333406250, 48.886
1334187500, 48.565
1334968750, 48.245
1335750000, 47.865
1336531250, 47.797
1337312500, 47.575
1338093750, 47.404
1338875000, 47.403
1339656250, 47.403
1340437500, 47.403
1341218750, 47.403
1342000000, 47.403
1342781250, 47.404
1343562500, 47.475
1344343750, 47.635
1345125000, 47.828
1345906250, 47.903
1346687500, 48.161
1347468750, 48.313
1348250000, 48.313
1349031250, 48.313
1349812500, 48.313
1350593750, 48.313
1351375000, 48.313
1352156250, 48.312
1352937500, 48.054
1353718750, 47.932
1354500000, 47.582
1355281250, 47.252
1356062500, 46.930
1356843750, 46.467
1357625000, 46.151
1358406250, 45.788
1359187500, 45.384
1359968750, 45.061
1360750000, 44.753
1361531250, 44.416
1362312500, 44.266
1363093750, 44.127
1363875000, 43.903
1364656250, 43.903
1365437500, 43.903
1366218750, 43.903
1367000000, 43.903
1367781250, 43.903
1368562500, 44.015
1369343750, 44.220
1370125000, 44.303
1370906250, 44.618
1371687500, 44.795
1372468750, 45.050
1373250000, 45.348
1374031250, 45.608
1374812500, 45.868
1375593750, 46.104
1376375000, 46.241
1377156250, 46.383
1377937500, 46.428
1378718750, 46.499
1379500000, 46.501
1380281250, 46.629
1381062500, 46.629
1381843750, 46.629
1382625000, 46.629
1383406250, 46.629
1384187500, 46.629
1384968750, 46.629
1385750000, 46.574
1386531250, 46.574
1387312500, 46.574
1388093750, 46.574
1388875000, 46.574
1389656250, 46.580
1390437500, 46.669
1391218750, 46.751
1392000000, 46.896
1392781250, 46.973
1393562500, 46.983
1394343750, 47.196
1395125000, 47.342
1395906250, 47.443
1396687500, 47.503
1397468750, 47.552
1398250000, 47.575
1399031250, 47.648
1399812500, 47.726
1400593750, 47.842
1401375000, 47.868
1402156250, 47.953
1402937500, 47.999
1403718750, 48.029
1404500000, 48.056
1405281250, 48.056
1406062500, 48.056
1406843750, 48.057
1407625000, 48.057
1408406250, 48.057
1409187500, 48.057
1409968750, 48.039
1410750000, 48.012
1411531250, 47.966
1412312500, 47.952
1413093750, 47.927
1413875000, 47.862
1414656250, 47.798
1415437500, 47.793
1416218750, 47.659
1417000000, 47.634
1417781250, 47.573
1418562500, 47.525
1419343750, 47.452
1420125000, 47.452
1420906250, 47.452
1421687500, 47.452
1422468750, 47.452
1423250000, 47.452
1424031250, 47.566
1424812500, 47.667
1425593750, 47.790
1426375000, 48.089
1427156250, 48.212
1427937500, 48.506
1428718750, 48.667
1429500000, 48.961
1430281250, 49.231
1431062500, 49.528
1431843750, 49.853
1432625000, 50.088
1433406250, 50.386
1434187500, 50.671
1434968750, 50.991
1435750000, 51.099
1436531250, 51.336
1437312500, 51.616
1438093750, 51.799
1438875000, 51.929
1439656250, 52.110
1440437500, 52.276
1441218750, 52.446
1442000000, 52.614
1442781250, 52.764
1443562500, 52.802
1444343750, 53.104
1445125000, 53.361
1445906250, 53.480
1446687500, 53.765
1447468750, 53.974
1448250000, 54.136
1449031250, 54.520
1449812500, 54.640
1450593750, 54.988
1451375000, 55.263
1452156250, 55.587
1452937500, 55.871
1453718750, 56.344
1454500000, 56.827
1455281250, 57.141
1456062500, 57.537
1456718750, 57.537
1457500000, 57.537
1458281250, 57.537
1459062500, 57.537
1459843750, 57.537
1460625000, 57.485
1461406250, 56.972
1462187500, 56.514
1462968750, 56.055
1463750000, 55.456
1464531250, 54.930
1465312500, 54.660
1466093750, 54.442
1466875000, 54.143
1467656250, 53.878
1468437500, 53.688
1469218750, 53.652
1470000000, 53.393
1470781250, 53.174
1471562500, 52.948
1472343750, 45.747
1473125000, 45.747
1473906250, 45.747
