#T_nd for A2V (coupler)
#freq [Hz], T_nd [K]
1190562500, 3.821
1191343750, 3.821
1192125000, 3.821
1192906250, 3.820
1193687500, 3.819
1194468750, 3.819
1195250000, 3.812
1196031250, 3.812
1196812500, 3.809
1197593750, 3.791
1198375000, 3.768
1199156250, 3.767
1199937500, 3.761
1200718750, 3.743
1201500000, 3.694
1202281250, 3.685
1203062500, 3.676
1203843750, 3.671
1204625000, 3.644
1205406250, 3.590
1206187500, 3.590
1206968750, 3.590
1207750000, 3.590
1208531250, 3.590
1209312500, 3.590
1210093750, 3.590
1210875000, 3.590
1211656250, 3.590
1212437500, 3.590
1213218750, 3.593
1214000000, 3.601
1214781250, 3.615
1215562500, 3.616
1216343750, 3.619
1217125000, 3.642
1217906250, 3.664
1218687500, 3.666
1219468750, 3.667
1220250000, 3.675
1221031250, 3.687
1221812500, 3.691
1222593750, 3.691
1223375000, 3.691
1224156250, 3.691
1224937500, 3.691
1225718750, 3.687
1226500000, 3.687
1227281250, 3.675
1228062500, 3.666
1228843750, 3.666
1229625000, 3.631
1230406250, 3.625
1231187500, 3.606
1231968750, 3.596
1232750000, 3.573
1233531250, 3.550
1234312500, 3.533
1235093750, 3.489
1235875000, 3.484
1236656250, 3.464
1237437500, 3.459
1238218750, 3.459
1239000000, 3.459
1239781250, 3.459
1240562500, 3.459
1241343750, 3.459
1242125000, 3.459
1242906250, 3.459
1243687500, 3.459
1244468750, 3.464
1245250000, 3.470
1246031250, 3.470
1246812500, 3.470
1247593750, 3.470
1248375000, 3.470
1249156250, 3.470
1249937500, 3.470
1250718750, 3.470
1251500000, 3.470
1252281250, 3.470
1253062500, 3.414
1253843750, 3.414
1254625000, 3.414
1255406250, 3.414
1256187500, 3.414
1256968750, 3.414
1257750000, 3.414
1258531250, 3.414
1259312500, 3.414
1260093750, 3.414
1260875000, 3.456
1261656250, 3.458
1262437500, 3.472
1263218750, 3.489
1264000000, 3.489
1264781250, 3.489
1265562500, 3.489
1266343750, 3.489
1267125000, 3.489
1267906250, 3.489
1268687500, 3.489
1269468750, 3.489
1270250000, 3.488
1271031250, 3.488
1271812500, 3.432
1272593750, 3.388
1273375000, 3.383
1274156250, 3.352
1274937500, 3.342
1275718750, 3.339
1276500000, 3.334
1277281250, 3.334
1278062500, 3.334
1278843750, 3.334
1279625000, 3.334
1280406250, 3.334
1281187500, 3.334
1281968750, 3.336
1282750000, 3.336
1283531250, 3.336
1284312500, 3.339
1285093750, 3.357
1285875000, 3.364
1286656250, 3.370
1287437500, 3.387
1288218750, 3.418
1289000000, 3.451
1289781250, 3.463
1290562500, 3.505
1291343750, 3.512
1292125000, 3.534
1292906250, 3.546
1293687500, 3.565
1294468750, 3.635
1295250000, 3.645
1296031250, 3.655
1296812500, 3.660
1297593750, 3.688
1298375000, 3.707
1299156250, 3.714
1299937500, 3.727
1300718750, 3.728
1301500000, 3.728
1302281250, 3.728
1303062500, 3.728
1303843750, 3.728
1304625000, 3.728
1305406250, 3.728
1306187500, 3.714
1306968750, 3.707
1307750000, 3.690
1308531250, 3.690
1309312500, 3.688
1310093750, 3.688
1310875000, 3.688
1311656250, 3.684
1312437500, 3.683
1313218750, 3.680
1314000000, 3.680
1314781250, 3.680
1315562500, 3.680
1316343750, 3.680
1317125000, 3.683
1317906250, 3.680
1318687500, 3.680
1319468750, 3.680
1320250000, 3.680
1321031250, 3.680
1321812500, 3.680
1322593750, 3.680
1323375000, 3.684
1324156250, 3.680
1324937500, 3.678
1325718750, 3.678
1326500000, 3.662
1327281250, 3.660
1328062500, 3.660
1328718750, 3.658
1329500000, 3.658
1330281250, 3.658
1331062500, 3.658
1331843750, 3.658
1332625000, 3.660
1333406250, 3.668
1334187500, 3.678
1334968750, 3.678
1335750000, 3.684
1336531250, 3.693
1337312500, 3.715
1338093750, 3.719
1338875000, 3.722
1339656250, 3.753
1340437500, 3.758
1341218750, 3.789
1342000000, 3.818
1342781250, 3.828
1343562500, 3.840
1344343750, 3.841
1345125000, 3.844
1345906250, 3.900
1346687500, 3.905
1347468750, 3.931
1348250000, 3.937
1349031250, 3.965
1349812500, 3.965
1350593750, 3.966
1351375000, 3.971
1352156250, 3.972
1352937500, 3.972
1353718750, 3.986
1354500000, 3.986
1355281250, 3.994
1356062500, 3.995
1356843750, 3.995
1357625000, 3.995
1358406250, 3.995
1359187500, 3.995
1359968750, 3.995
1360750000, 3.987
1361531250, 3.979
1362312500, 3.979
1363093750, 3.977
1363875000, 3.979
1364656250, 3.979
1365437500, 3.979
1366218750, 3.985
1367000000, 3.979
1367781250, 3.979
1368562500, 3.977
1369343750, 3.977
1370125000, 3.974
1370906250, 3.974
1371687500, 3.971
1372468750, 3.970
1373250000, 3.970
1374031250, 3.969
1374812500, 3.969
1375593750, 3.969
1376375000, 3.969
1377156250, 3.969
1377937500, 3.970
1378718750, 3.970
1379500000, 3.976
1380281250, 3.995
1381062500, 3.995
1381843750, 3.996
1382625000, 4.010
1383406250, 4.011
1384187500, 4.036
1384968750, 4.037
1385750000, 4.038
1386531250, 4.058
1387312500, 4.064
1388093750, 4.070
1388875000, 4.083
1389656250, 4.089
1390437500, 4.094
1391218750, 4.094
1392000000, 4.094
1392781250, 4.094
1393562500, 4.094
1394343750, 4.094
1395125000, 4.094
1395906250, 4.094
1396687500, 4.094
1397468750, 4.089
1398250000, 4.069
1399031250, 4.059
1399812500, 4.046
1400593750, 4.044
1401375000, 4.039
1402156250, 4.007
1402937500, 3.984
1403718750, 3.970
1404500000, 3.968
1405281250, 3.963
1406062500, 3.963
1406843750, 3.963
1407625000, 3.963
1408406250, 3.963
1409187500, 3.963
1409968750, 3.963
1410750000, 3.968
1411531250, 3.968
1412312500, 3.968
1413093750, 3.999
1413875000, 4.013
1414656250, 4.021
1415437500, 4.042
1416218750, 4.051
1417000000, 4.056
1417781250, 4.058
1418562500, 4.140
1419343750, 4.141
1420125000, 4.159
1420906250, 4.195
1421687500, 4.201
1422468750, 4.205
1423250000, 4.213
1424031250, 4.213
1424812500, 4.213
1425593750, 4.213
1426375000, 4.213
1427156250, 4.213
1427937500, 4.213
1428718750, 4.213
1429500000, 4.208
1430281250, 4.208
1431062500, 4.208
1431843750, 4.205
1432625000, 4.189
1433406250, 4.185
1434187500, 4.176
1434968750, 4.154
1435750000, 4.147
1436531250, 4.139
1437312500, 4.139
1438093750, 4.119
1438875000, 4.103
1439656250, 4.092
1440437500, 4.080
1441218750, 4.056
1442000000, 4.053
1442781250, 4.044
1443562500, 4.033
1444343750, 4.015
1445125000, 3.979
1445906250, 3.971
1446687500, 3.951
1447468750, 3.921
1448250000, 3.921
1449031250, 3.921
1449812500, 3.921
1450593750, 3.921
1451375000, 3.921
1452156250, 3.921
1452937500, 3.921
1453718750, 3.921
1454500000, 3.929
1455281250, 3.929
1456062500, 3.939
1456718750, 3.952
1457500000, 3.971
1458281250, 3.979
1459062500, 3.983
1459843750, 3.984
1460625000, 3.988
1461406250, 3.989
1462187500, 3.997
1462968750, 3.998
1463750000, 4.004
1464531250, 4.014
1465312500, 4.014
1466093750, 4.014
1466875000, 4.014
1467656250, 4.014
1468437500, 4.014
1469218750, 4.014
1470000000, 4.021
1470781250, 4.030
1471562500, 4.030
1472343750, 4.030
1473125000, 4.034
1473906250, 4.041
1474687500, 4.050
1475468750, 4.106
1476250000, 4.119
1477031250, 4.129
1477812500, 4.139
1478593750, 4.141
1479375000, 4.143
1480156250, 4.143
1480937500, 4.143
1481718750, 4.143
1482500000, 4.147
1483281250, 4.147
1484062500, 4.147
1484843750, 4.147
1485625000, 4.143
1486406250, 4.141
