#T_nd for A2H (coupler)
#freq [Hz], T_nd [K]
1190562500, 4.111
1191343750, 4.130
1192125000, 4.131
1192906250, 4.134
1193687500, 4.134
1194468750, 4.134
1195250000, 4.134
1196031250, 4.134
1196812500, 4.134
1197593750, 4.134
1198375000, 4.134
1199156250, 4.134
1199937500, 4.130
1200718750, 4.122
1201500000, 4.121
1202281250, 4.107
1203062500, 4.105
1203843750, 4.105
1204625000, 4.095
1205406250, 4.095
1206187500, 4.095
1206968750, 4.095
1207750000, 4.095
1208531250, 4.105
1209312500, 4.107
1210093750, 4.107
1210875000, 4.107
1211656250, 4.107
1212437500, 4.125
1213218750, 4.126
1214000000, 4.133
1214781250, 4.164
1215562500, 4.178
1216343750, 4.180
1217125000, 4.180
1217906250, 4.181
1218687500, 4.181
1219468750, 4.181
1220250000, 4.186
1221031250, 4.195
1221812500, 4.186
1222593750, 4.195
1223375000, 4.206
1224156250, 4.195
1224937500, 4.186
1225718750, 4.181
1226500000, 4.181
1227281250, 4.180
1228062500, 4.179
1228843750, 4.175
1229625000, 4.167
1230406250, 4.167
1231187500, 4.166
1231968750, 4.165
1232750000, 4.162
1233531250, 4.151
1234312500, 4.151
1235093750, 4.149
1235875000, 4.139
1236656250, 4.139
1237437500, 4.139
1238218750, 4.132
1239000000, 4.132
1239781250, 4.132
1240562500, 4.129
1241343750, 4.127
1242125000, 4.104
1242906250, 4.098
1243687500, 4.098
1244468750, 4.098
1245250000, 4.098
1246031250, 4.104
1246812500, 4.104
1247593750, 4.104
1248375000, 4.118
1249156250, 4.124
1249937500, 4.129
1250718750, 4.130
1251500000, 4.124
1252281250, 4.124
1253062500, 4.124
1253843750, 4.124
1254625000, 4.130
1255406250, 4.135
1256187500, 4.136
1256968750, 4.136
1257750000, 4.138
1258531250, 4.145
1259312500, 4.153
1260093750, 4.153
1260875000, 4.138
1261656250, 4.153
1262437500, 4.155
1263218750, 4.156
1264000000, 4.155
1264781250, 4.161
1265562500, 4.164
1266343750, 4.164
1267125000, 4.164
1267906250, 4.167
1268687500, 4.169
1269468750, 4.174
1270250000, 4.176
1271031250, 4.176
