#T_nd for A4H (coupler)
#freq [Hz], T_nd [K]
1190562500, 3.400
1191343750, 3.418
1192125000, 3.418
1192906250, 3.420
1193687500, 3.456
1194468750, 3.465
1195250000, 3.465
1196031250, 3.465
1196812500, 3.465
1197593750, 3.471
1198375000, 3.471
1199156250, 3.471
1199937500, 3.471
1200718750, 3.471
1201500000, 3.471
1202281250, 3.471
1203062500, 3.471
1203843750, 3.465
1204625000, 3.450
1205406250, 3.450
1206187500, 3.450
1206968750, 3.450
1207750000, 3.450
1208531250, 3.450
1209312500, 3.450
1210093750, 3.450
1210875000, 3.465
1211656250, 3.450
1212437500, 3.450
1213218750, 3.450
1214000000, 3.464
1214781250, 3.469
1215562500, 3.472
1216343750, 3.474
1217125000, 3.481
1217906250, 3.482
1218687500, 3.482
1219468750, 3.484
1220250000, 3.484
1221031250, 3.482
1221812500, 3.481
1222593750, 3.474
1223375000, 3.472
1224156250, 3.464
1224937500, 3.464
1225718750, 3.453
1226500000, 3.462
1227281250, 3.453
1228062500, 3.438
1228843750, 3.431
1229625000, 3.428
1230406250, 3.427
1231187500, 3.425
1231968750, 3.417
1232750000, 3.417
1233531250, 3.417
1234312500, 3.417
1235093750, 3.417
1235875000, 3.425
1236656250, 3.425
1237437500, 3.428
1238218750, 3.431
1239000000, 3.431
1239781250, 3.431
1240562500, 3.417
1241343750, 3.412
1242125000, 3.387
1242906250, 3.384
1243687500, 3.384
1244468750, 3.449
1245250000, 3.454
1246031250, 3.460
1246812500, 3.475
1247593750, 3.495
1248375000, 3.495
1249156250, 3.475
1249937500, 3.465
1250718750, 3.460
1251500000, 3.460
1252281250, 3.460
1253062500, 3.465
1253843750, 3.466
1254625000, 3.466
1255406250, 3.475
1256187500, 3.493
1256968750, 3.493
1257750000, 3.495
1258531250, 3.495
1259312500, 3.495
1260093750, 3.495
1260875000, 3.495
1261656250, 3.495
1262437500, 3.493
1263218750, 3.493
1264000000, 3.493
1264781250, 3.495
1265562500, 3.501
1266343750, 3.508
1267125000, 3.508
1267906250, 3.515
1268687500, 3.518
1269468750, 3.519
1270250000, 3.519
1271031250, 3.518
1271812500, 3.519
1272593750, 3.529
1273375000, 3.536
1274156250, 3.539
1274937500, 3.539
1275718750, 3.539
1276500000, 3.541
1277281250, 3.545
1278062500, 3.545
1278843750, 3.545
1279625000, 3.548
1280406250, 3.548
1281187500, 3.550
1281968750, 3.556
1282750000, 3.556
1283531250, 3.564
1284312500, 3.571
1285093750, 3.571
1285875000, 3.580
1286656250, 3.594
1287437500, 3.594
1288218750, 3.595
1289000000, 3.616
1289781250, 3.632
1290562500, 3.640
1291343750, 3.646
1292125000, 3.648
1292906250, 3.651
1293687500, 3.664
1294468750, 3.671
1295250000, 3.675
1296031250, 3.683
1296812500, 3.685
1297593750, 3.685
1298375000, 3.685
1299156250, 3.691
1299937500, 3.691
1300718750, 3.691
1301500000, 3.696
1302281250, 3.697
1303062500, 3.697
1303843750, 3.696
1304625000, 3.696
1305406250, 3.697
1306187500, 3.707
1306968750, 3.709
1307750000, 3.709
1308531250, 3.712
1309312500, 3.712
1310093750, 3.716
1310875000, 3.718
1311656250, 3.749
1312437500, 3.757
1313218750, 3.759
1314000000, 3.769
1314781250, 3.781
1315562500, 3.783
1316343750, 3.784
1317125000, 3.784
1317906250, 3.784
1318687500, 3.784
1319468750, 3.784
1320250000, 3.783
1321031250, 3.781
1321812500, 3.781
1322593750, 3.781
1323375000, 3.775
1324156250, 3.769
1324937500, 3.747
1325718750, 3.720
1326500000, 3.717
1327281250, 3.714
1328062500, 3.663
1328718750, 3.650
1329500000, 3.645
1330281250, 3.608
1331062500, 3.595
1331843750, 3.595
1332625000, 3.587
1333406250, 3.585
1334187500, 3.585
1334968750, 3.585
1335750000, 3.585
1336531250, 3.585
1337312500, 3.585
1338093750, 3.587
1338875000, 3.589
1339656250, 3.587
1340437500, 3.589
1341218750, 3.587
1342000000, 3.589
1342781250, 3.596
1343562500, 3.596
1344343750, 3.597
1345125000, 3.599
1345906250, 3.600
1346687500, 3.600
1347468750, 3.600
1348250000, 3.600
1349031250, 3.604
1349812500, 3.600
1350593750, 3.600
1351375000, 3.599
1352156250, 3.599
1352937500, 3.596
1353718750, 3.586
1354500000, 3.586
1355281250, 3.585
1356062500, 3.585
1356843750, 3.582
1357625000, 3.576
1358406250, 3.576
1359187500, 3.576
1359968750, 3.576
1360750000, 3.572
1361531250, 3.572
1362312500, 3.572
1363093750, 3.572
1363875000, 3.572
1364656250, 3.576
1365437500, 3.582
1366218750, 3.582
1367000000, 3.582
1367781250, 3.586
1368562500, 3.596
1369343750, 3.599
1370125000, 3.600
1370906250, 3.600
1371687500, 3.600
1372468750, 3.605
1373250000, 3.610
1374031250, 3.610
1374812500, 3.610
1375593750, 3.615
1376375000, 3.615
1377156250, 3.615
1377937500, 3.618
1378718750, 3.619
1379500000, 3.618
1380281250, 3.618
1381062500, 3.618
1381843750, 3.621
1382625000, 3.621
1383406250, 3.627
1384187500, 3.639
1384968750, 3.639
1385750000, 3.645
1386531250, 3.647
1387312500, 3.654
1388093750, 3.671
1388875000, 3.674
1389656250, 3.676
1390437500, 3.679
1391218750, 3.679
1392000000, 3.679
1392781250, 3.687
1393562500, 3.687
1394343750, 3.687
1395125000, 3.695
1395906250, 3.695
1396687500, 3.695
1397468750, 3.700
1398250000, 3.700
1399031250, 3.695
1399812500, 3.695
1400593750, 3.695
1401375000, 3.674
1402156250, 3.673
1402937500, 3.671
1403718750, 3.670
1404500000, 3.667
1405281250, 3.663
1406062500, 3.660
1406843750, 3.663
1407625000, 3.660
1408406250, 3.660
1409187500, 3.660
1409968750, 3.660
1410750000, 3.660
1411531250, 3.660
1412312500, 3.660
1413093750, 3.660
1413875000, 3.664
1414656250, 3.665
1415437500, 3.667
1416218750, 3.673
1417000000, 3.675
1417781250, 3.679
1418562500, 3.684
1419343750, 3.708
1420125000, 3.718
1420906250, 3.720
1421687500, 3.720
1422468750, 3.720
1423250000, 3.720
1424031250, 3.720
1424812500, 3.720
1425593750, 3.720
1426375000, 3.718
1427156250, 3.718
1427937500, 3.718
1428718750, 3.702
1429500000, 3.701
1430281250, 3.690
1431062500, 3.679
1431843750, 3.671
1432625000, 3.662
1433406250, 3.662
1434187500, 3.662
1434968750, 3.662
1435750000, 3.662
1436531250, 3.662
1437312500, 3.662
1438093750, 3.662
1438875000, 3.662
1439656250, 3.670
1440437500, 3.675
1441218750, 3.675
1442000000, 3.675
1442781250, 3.683
1443562500, 3.684
1444343750, 3.684
1445125000, 3.684
1445906250, 3.687
1446687500, 3.692
1447468750, 3.692
1448250000, 3.692
1449031250, 3.692
1449812500, 3.692
1450593750, 3.692
1451375000, 3.692
1452156250, 3.683
1452937500, 3.675
1453718750, 3.670
1454500000, 3.669
1455281250, 3.668
1456062500, 3.667
1456718750, 3.668
1457500000, 3.667
1458281250, 3.667
1459062500, 3.664
1459843750, 3.664
1460625000, 3.664
1461406250, 3.664
1462187500, 3.658
1462968750, 3.664
1463750000, 3.658
1464531250, 3.658
1465312500, 3.658
1466093750, 3.658
1466875000, 3.655
1467656250, 3.655
1468437500, 3.650
1469218750, 3.650
1470000000, 3.647
1470781250, 3.642
1471562500, 3.642
1472343750, 3.642
1473125000, 3.642
1473906250, 3.642
1474687500, 3.642
1475468750, 3.635
1476250000, 3.635
1477031250, 3.635
1477812500, 3.628
1478593750, 3.628
1479375000, 3.642
1480156250, 3.645
1480937500, 3.645
1481718750, 3.645
1482500000, 3.648
1483281250, 3.649
1484062500, 3.650
1484843750, 3.650
1485625000, 3.650
1486406250, 3.650
1487187500, 3.650
1487968750, 3.650
1488750000, 3.650
1489531250, 3.653
1490312500, 3.655
1491093750, 3.657
1491875000, 3.660
1492656250, 3.660
1493437500, 3.661
1494218750, 3.661
1495000000, 3.661
1495781250, 3.661
1496562500, 3.663
1497343750, 3.663
1498125000, 3.661
1498906250, 3.660
1499687500, 3.663
1500468750, 3.663
1501250000, 3.663
1502031250, 3.660
1502812500, 3.658
1503593750, 3.654
1504375000, 3.654
1505156250, 3.640
1505937500, 3.639
1506718750, 3.633
1507500000, 3.633
1508281250, 3.618
1509062500, 3.618
1509843750, 3.618
1510625000, 3.613
1511406250, 3.607
1512187500, 3.607
1512968750, 3.607
1513750000, 3.604
1514531250, 3.604
1515312500, 3.604
1516093750, 3.604
1516875000, 3.604
1517656250, 3.604
1518437500, 3.604
1519218750, 3.604
1520000000, 3.604
1520781250, 3.604
1521562500, 3.600
1522343750, 3.600
1523125000, 3.600
1523906250, 3.597
1524687500, 3.584
1525468750, 3.572
1526250000, 3.564
1527031250, 3.553
1527812500, 3.549
1528593750, 3.513
1529375000, 3.513
1530156250, 3.512
1530937500, 3.505
1531718750, 3.504
1532500000, 3.499
1533281250, 3.499
1534062500, 3.490
1534843750, 3.480
1535625000, 3.453
1536406250, 3.453
1537187500, 3.451
1537968750, 3.444
1538750000, 3.443
1539531250, 3.443
1540312500, 3.444
1541093750, 3.443
1541875000, 3.443
1542656250, 3.443
1543437500, 3.444
1544218750, 3.444
1545000000, 3.465
1545781250, 3.465
1546562500, 3.443
1547343750, 3.465
1548125000, 3.465
1548906250, 3.473
1549687500, 3.476
1550468750, 3.477
1551250000, 3.477
1552031250, 3.477
1552812500, 3.477
1553593750, 3.477
1554375000, 3.476
1555156250, 3.476
1555937500, 3.476
1556718750, 3.476
1557500000, 3.473
1558281250, 3.467
1559062500, 3.466
1559843750, 3.466
1560625000, 3.467
1561406250, 3.467
1562187500, 3.467
1562968750, 3.467
1563750000, 3.467
1564531250, 3.467
1565312500, 3.467
1566093750, 3.467
1566875000, 3.476
1567656250, 3.480
1568437500, 3.480
1569218750, 3.484
1570000000, 3.488
