# RxL_SN0003_calculated_noise_V_chan, 
# f (Hz), T_e_cal (K)
1437801600.000000, 16.643773
1438800256.000000, 16.584247
1439798912.000000, 16.676066
1440797696.000000, 16.500250
1441796352.000000, 16.642352
1442795008.000000, 16.656940
1443793792.000000, 16.386658
1444792448.000000, 16.404421
1445791232.000000, 16.483450
1446789888.000000, 16.542996
1447788544.000000, 16.543993
1448787328.000000, 16.542636
1449785984.000000, 16.596401
1450784640.000000, 16.433416
1451783424.000000, 16.251509
1452782080.000000, 16.469411
1453780864.000000, 16.369699
1454779520.000000, 16.512740
1455778176.000000, 16.538879
1456776960.000000, 16.404342
1457775616.000000, 16.488980
1458774272.000000, 16.366434
1459773056.000000, 16.695749
1460771712.000000, 16.507574
1461770368.000000, 16.281359
1462769152.000000, 16.319321
1463767808.000000, 16.455770
1464766592.000000, 16.482785
1465765248.000000, 16.608241
1466763904.000000, 16.396918
1467762688.000000, 16.530975
1468761344.000000, 16.532690
1469760000.000000, 16.401561
1470758784.000000, 16.471955
1471757440.000000, 16.517633
1472756224.000000, 16.557792
1473754880.000000, 16.387834
1474753536.000000, 16.622302
1475752320.000000, 16.668850
1476750976.000000, 16.696514
1477749632.000000, 16.796528
1478748416.000000, 16.789816
1479747072.000000, 16.596631
1480745728.000000, 17.090673
1481744512.000000, 16.721476
1482743168.000000, 16.987321
1483741952.000000, 16.811037
1484740608.000000, 16.997775
1485739264.000000, 16.880224
1486738048.000000, 16.748442
1487736704.000000, 16.912221
1488735360.000000, 16.989194
1489734144.000000, 16.666744
1490732800.000000, 16.908159
1491731456.000000, 16.861378
1492730240.000000, 16.892182
1493728896.000000, 16.750546
1494727680.000000, 16.879631
1495726336.000000, 16.850470
1496724992.000000, 16.727988
1497723776.000000, 16.742272
1498722432.000000, 16.994647
1499721088.000000, 16.984513
1500719872.000000, 16.850511
1501718528.000000, 16.881999
1502717312.000000, 16.797883
1503715968.000000, 16.956769
1504714624.000000, 16.932330
1505713408.000000, 17.077187
1506712064.000000, 16.924471
1507710720.000000, 17.043965
1508709504.000000, 17.069727
1509708160.000000, 16.934835
1510706816.000000, 17.052457
1511705600.000000, 16.908412
1512704256.000000, 17.312483
1513703040.000000, 17.119224
1514701696.000000, 17.352255
1515700352.000000, 17.067004
1516699136.000000, 17.321386
1517697792.000000, 17.067348
1518696448.000000, 17.071715
1519695232.000000, 17.324824
1520693888.000000, 17.439983
1521692544.000000, 17.344934
1522691328.000000, 17.339840
1523689984.000000, 17.336952
1524688768.000000, 17.321791
1525687424.000000, 17.206125
1526686080.000000, 17.288129
1527684864.000000, 17.542783
1528683520.000000, 17.450482
1529682176.000000, 17.457610
1530680960.000000, 17.401001
1531679616.000000, 17.439340
1532678400.000000, 17.498507
1533677056.000000, 17.398216
1534675712.000000, 17.592281
1535674496.000000, 17.609756
1536673152.000000, 17.520076
1537671808.000000, 17.531990
1538670592.000000, 17.334662
1539669248.000000, 17.590252
1540667904.000000, 17.479784
1541666688.000000, 17.407062
1542665344.000000, 17.433502
1543664128.000000, 17.533058
1544662784.000000, 17.676720
1545661440.000000, 17.567618
1546660224.000000, 17.458701
1547658880.000000, 17.576980
1548657536.000000, 17.520445
1549656320.000000, 17.681008
1550654976.000000, 17.678209
1551653760.000000, 17.751535
1552652416.000000, 17.765688
1553651072.000000, 17.788183
1554649856.000000, 17.707192
1555648512.000000, 17.542191
1556647168.000000, 17.617858
1557645952.000000, 17.730438
1558644608.000000, 17.896308
1559643264.000000, 17.704274
1560642048.000000, 17.888026
1561640704.000000, 17.940822
1562639488.000000, 17.707852
1563638144.000000, 17.955033
1564636800.000000, 17.921369
1565635584.000000, 17.673135
1566634240.000000, 18.028270
1567632896.000000, 18.096255
1568631680.000000, 18.113575
1569630336.000000, 18.029952
1570628992.000000, 18.259989
1571627776.000000, 18.140861
1572626432.000000, 18.122205
1573625216.000000, 18.230211
1574623872.000000, 18.166826
1575622528.000000, 18.081405
1576621312.000000, 18.352820
1577619968.000000, 18.302340
1578618624.000000, 18.218410
1579617408.000000, 18.322159
1580616064.000000, 18.397153
1581614848.000000, 18.338715
1582613504.000000, 18.584825
1583612160.000000, 18.433706
1584610944.000000, 18.627015
1585609600.000000, 18.535391
1586608256.000000, 18.457211
1587607040.000000, 18.527890
1588605696.000000, 18.724979
1589604352.000000, 18.682696
1590603136.000000, 18.577904
1591601792.000000, 18.774760
1592600576.000000, 18.734641
1593599232.000000, 18.904978
1594597888.000000, 18.694653
1595596672.000000, 18.912788
1596595328.000000, 18.983482
1597593984.000000, 19.093768
1598592768.000000, 19.150100
1599591424.000000, 19.017040
1600590080.000000, 19.208336
1601588864.000000, 19.160923
1602587520.000000, 19.202839
1603586304.000000, 19.309518
1604584960.000000, 19.237393
1605583616.000000, 19.352148
1606582400.000000, 19.362273
1607581056.000000, 19.393983
1608579712.000000, 19.510363
1609578496.000000, 19.401147
1610577152.000000, 19.723006
1611575936.000000, 19.668843
1612574592.000000, 19.584431
1613573248.000000, 19.677412
1614572032.000000, 19.733069
1615570688.000000, 19.642908
1616569344.000000, 19.659614
1617568128.000000, 19.722086
1618566784.000000, 19.600788
1619565440.000000, 19.957377
1620564224.000000, 19.821469
1621562880.000000, 19.857492
1622561664.000000, 20.102130
1623560320.000000, 19.945872
1624558976.000000, 19.889972
1625557760.000000, 20.024111
1626556416.000000, 19.912656
1627555072.000000, 19.994459
1628553856.000000, 20.040267
1629552512.000000, 20.052614
1630551296.000000, 20.136102
1631549952.000000, 20.136387
1632548608.000000, 20.018275
1633547392.000000, 20.188214
1634546048.000000, 20.029190
1635544704.000000, 20.237415
1636543488.000000, 20.262854
1637542144.000000, 20.069592
1638540800.000000, 20.138996
1639539584.000000, 20.044264
1640538240.000000, 19.993338
1641537024.000000, 20.020239
1642535680.000000, 20.288385
1643534336.000000, 20.150325
1644533120.000000, 20.098311
1645531776.000000, 19.995155
1646530432.000000, 20.020524
1647529216.000000, 19.944869
1648527872.000000, 19.675807
1649526528.000000, 19.870338
1650525312.000000, 19.775086
1651523968.000000, 19.924953
1652522752.000000, 19.896579
1653521408.000000, 19.935540
1654520064.000000, 19.866621
1655518848.000000, 19.783171
1656517504.000000, 19.837479
1657516160.000000, 19.976625
1658514944.000000, 19.955560
1659513600.000000, 19.726253
1660512384.000000, 19.610655
1661511040.000000, 19.706466
1662509696.000000, 19.651664
1663508480.000000, 19.433679
1664507136.000000, 19.509003
1665505792.000000, 19.673115
1666504576.000000, 19.877976
1667503232.000000, 19.724839
1668501888.000000, 19.564829
1669500672.000000, 19.436469
